"id","text","class"
66,"Pendant un tiers de ta vie tu vas dormir. Ce temps n'est pas perdu.	   
Tous les animaux dorment, c'est obligatoire pour vivre. Tous ne le font pas au même moment.	   
L'homme a des phases de sommeil et d'éveil en raison du changement jour-nuit.	   
Pendant le sommeil, plusieurs cycles se suivent : le sommeil lent léger, le sommeil lent profond et le sommeil paradoxal.	   
Lorsque le soleil se couche, une glande libère l'hormone du sommeil qui t'aide à t'endormir : la mélatonine.	   
Cette glande est située dans ton cerveau et s'appelle glande pinéale car elle ressemble à une pomme de pin.	   
A ton âge, tu dors très vite profondément, aucun bruit ne peut te réveiller, c'est le rôle du sommeil lent.	   
Pendant ce temps, ton corps se repose, ta mémoire se renforce. Des hormones sont produites, surtout l'hormone de croissance qui te permet de grandir.	   
Tu rêves surtout pendant ton sommeil paradoxal. Ton cerveau a besoin d'autant d'énergie que le jour pour inventer des histoires folles.	   
Les cauchemars te font peur mais rêver, c'est bon pour la santé.","target"
67,"Il vous est sûrement déjà arrivé de croiser le chemin de coquillages à l'aspect repoussant et pourtant très appréciés par de nombreuses personnes : les huîtres. Aujourd'hui nous allons vous faire découvrir qu'au-delà de leur image, ils peuvent se révéler être de véritables orfèvres. Réparties sur de nombreuses mers du globe, les huîtres font partie de la famille des mollusques bivalves, animaux possédant une coquille pouvant s'ouvrir en deux parties et vivant accrochés sur différents supports comme les rochers ou encore enterrés sous divers sédiments (sable, boue, etc.). Très nombreux dans certains pays, ces coquillages sont à la fois aussi appréciés comme nourriture que comme confectionneurs de perles, à l'origine de nombreux bijoux. Mais du coup comment cet animal peut-il fabriquer cela ? Pour l'huître c'est un moyen de guérir et de stopper une forme d'agression extérieure. Les responsables ? Des petits grains de roche ou de sable s'invitant à l'intérieur de son abri et pouvant provoquer par la suite de fortes irritations dans son corps. Ne pouvant bien évidemment pas se gratter ou encore expulser l'intrus, l'huître enrobe alors ce corps étranger d'une substance qu'elle sécrète généralement afin de construire sa coquille. Celle-ci s'appelle le carbonate de calcium, un nom bien précis pour désigner une matière que vous connaissez sûrement : la nacre. Le grain en est alors enduit de différentes couches qui au fil du temps et de leur nombre, vont pouvoir influer sur la forme et la brillance du résultat final. Et hop ! Le grain étant enfin recouvert il n'y a plus d'irritation et nous voilà donc avec une petite perle. Cette fabrication est donc avant tout un moyen de faire disparaître la gêne engendrée par ce grain. Il existe alors différents types de ces ""bijoux"" en fonction du grain étranger et du coquillage, allant de magnifiques perles nacrées à de simples cailloux de couleurs, variant selon les différentes espèces. Pour augmenter la production, certains de ces animaux font alors l'objet de grands élevages où l'on insère manuellement de petites billes visant à être recouvertes elles aussi, formant ainsi des perles de façon artificielle. Ces implants sont parfois rejetés, ingérés ou peuvent provoquer la mort de l'animal, un but qui n'est donc pas sans danger pour ces coquillages.","source"
67,"Il vous est arrivé de croiser le chemin de coquillages à la vue repoussante et pourtant très aimés par de nombreuses personnes : les huîtres. Aujourd'hui nous allons découvrir que derrière leur image, ils peuvent être de vrais créateurs de bijoux. Réparties sur de nombreuses mers, les huîtres font partie de la famille des mollusques bivalves, animaux avec une coquille s'ouvrant en 2 parties. Ils vivent accrochés sur des supports comme les rochers ou encore enterrés sous des sédiments (sable, boue, etc.). Très nombreux dans certains pays, ces coquillages sont aimés comme nourriture et comme fabricants de perles, utilisées dans de nombreux bijoux. Mais alors comment cet animal fabrique-t-il cela ? Pour l'huître c'est un moyen de soigner une attaque extérieure. Les responsables ? Des grains de roche ou de sable entrant dans son abri et causant ensuite des irritations dans son corps. Ne pouvant, c'est sûr, se gratter ou encore chasser l'intrus, l'huître entoure alors celui-ci d'une matière qu'elle fabrique souvent pour former sa coquille. Cette matière s'appelle le carbonate de calcium, un nom bien précis pour désigner une matière que vous connaissez sûrement : la nacre. Le grain est alors enduit de différentes couches de nacre qui, avec le temps et leur nombre, vont agir sur la forme et la brillance du résultat. Et hop ! Le grain recouvert, il n'y a plus d'irritation et nous voilà donc avec une perle. Cette fabrication est donc bien un moyen d'enlever l'irritation causée par ce grain. Des ""bijoux"" existent alors, selon le grain étranger et le coquillage : magnifiques perles nacrées ou simples cailloux de couleur, différents selon les espèces. Pour augmenter la production, certains de ces animaux sont regroupés en grands élevages. On place de petites billes qui seront recouvertes elles aussi, formant ainsi des perles de façon artificielle. Ces implants sont parfois rejetés ou avalés. Ils peuvent provoquer la mort de l'animal. C'est un but dangereux pour ces coquillages.","target"
68,"De temps en temps, ton cerveau te joue des tours, dont tu te passerais bien.
As-tu remarqué par exemple que certaines personnes sont malades dans les transports ? 
Sais-tu pourquoi ? Cela vient de ton cerveau.
Ton cerveau, est un organe qui reçoit tout un tas d'informations lui provenant des différentes parties de ton corps (soit par l'extérieur, l'environnement, soit par l'intérieur du corps même).
Ensuite il traite ces informations pour te faire réagir (te faire courir face à un danger par exemple) ou pour enclencher d'autres mécanismes (trouver l'équilibre lorsque tu bouges par exemple) ou pour simplement les stocker afin de les utiliser plus tard (c'est la mémorisation). 
Bref, c'est comme un grand ordinateur qui contrôle tout ce que fait ton corps. 
Maintenant, que se passe-t-il quand tu te trouves à l'arrière de la voiture de tes parents et que tu fais autre chose que regarder le paysage qui défile, par exemple tu lis ?
Les capteurs de ta rétine reçoivent des informations qui lui viennent du livre. 
Les nerfs sensitifs vont faire transiter l'information vers une zone de ton cerveau qui va l'interpréter : je suis immobile en train de lire un livre.
Par contre, le reste de ton corps livre également des indications à ton cerveau sur ce que tu es en train de faire. 
Tes oreilles en particulier contiennent des organes, qui informent ton cerveau que tu es en train de te déplacer.
Ton cerveau reçoit donc deux informations contradictoires et il ne parvient pas à raccorder les deux morceaux de l'énigme. 
D'un côté je bouge, d'un autre, je suis immobile en train de lire. 
Ce conflit intérieur génère donc des vertiges, tu ne te sens pas bien. 
Le conducteur lui, n'a pas ces sensations désagréables : ses yeux et ses oreilles donnent à son cerveau les mêmes informations.","source"
68,"Parfois, ton cerveau te joue des tours que tu ne voudrais pas. 
As-tu vu par exemple que certaines personnes sont malades dans les transports ? Sais-tu pourquoi ? Cela vient de ton cerveau.
Ton cerveau, est un organe qui reçoit beaucoup d'informations. Elles viennent des différentes parties de ton corps (soit par l'extérieur, soit par l'intérieur du corps même). 
Ton cerveau traite ces informations pour te faire réagir (te faire courir face à un danger, par exemple) ou pour lancer d'autres mécanismes (trouver l'équilibre lorsque tu bouges, par exemple) ou pour les stocker afin de les utiliser plus tard (c'est la mémorisation). 
C'est comme un grand ordinateur qui contrôle tout ce que fait ton corps.
Maintenant, que se passe-t-il quand tu es à l'arrière de la voiture de tes parents et que tu fais autre chose que regarder le paysage, par exemple tu lis ? 
Les capteurs de ta rétine, dans l’œil, reçoivent des informations qui lui viennent du livre : les nerfs sensitifs vont porter l'information vers une zone de ton cerveau qui va la décoder : je suis immobile en train de lire.
Par contre, le reste de ton corps donne des signes à ton cerveau sur ce que tu es en train de faire. 
Tes oreilles ont des organes qui disent à ton cerveau que tu es en train de bouger. Ton cerveau reçoit donc 2 informations contraires et il ne peut pas comprendre ce mystère. 
D'un côté je bouge, d'un autre, je suis immobile en train de lire. 
Ce conflit génère des vertiges, tu ne te sens pas bien. 
Le conducteur lui, n'a pas ces sensations désagréables : ses yeux et ses oreilles donnent à son cerveau les mêmes informations.","target"
69,"La Terre attire la Lune et la Lune attire la Terre. 
Ce phénomène s’appelle l’attraction. 
Le vrai terme est attraction gravitationnelle. 
C’est la force qu’exerce toute masse sur une autre dans l’univers.
Ce sont les océans qui sont le plus sensibles à cette attraction parce qu’ils sont liquides. 
Ils sont donc déformables.
La mer monte et descend deux fois en 24h.
Les océans se déforment quand la Lune passe devant eux.
L’eau, qui se trouve en face de la Lune est attirée. 
Elle « monte ».
Quand l’eau a fini de monter la mer est haute.
Chaque jour, l’horaire de la marée se décale de 50 minutes (en moyenne).
Si l’on divise 24 h et 50 mn par quatre (nombre de marées par jour), on obtient environ 6 h 12 mn. 
C’est le temps qu’il faut en moyenne, à la mer pour monter ou descendre.
Depuis longtemps les hommes ont utilisé la force de l’eau qui monte et qui descend.
Les variations de la mer provoquent des courants qui se déplacent au rythme des marées.
Ce sont les courants de marée. 
Ils peuvent être très dangereux pour la navigation.
Les déplacements de la mer permettent d’utiliser la force de l’eau.
Dès le XIV è siècle, les Bretons ont construit des moulins à marée.
Ces moulins fonctionnaient à marée basse en relâchant l’eau retenue par un mur à marée haute.
La force de l’eau entraînait une roue qui permettait de produire de l’énergie comme le moulin à eau sur une rivière.
En 1961, les hommes se sont servis du même principe pour construire l’unique usine marémotrice existant en France : l’usine de la Rance.
L’eau de la marée permet d’actionner des turbines qui produisent de l’électricité.","source"
69,"La Terre attire la Lune et la Lune attire la Terre. 
Ça s'appelle l'attraction. 
Le vrai terme est attraction gravitationnelle. 
C’est la force qu’exerce toute masse sur une autre dans l’univers.
Les océans sont le plus sensibles à cette attraction parce qu'ils sont liquides.
Ils se déforment. La mer monte et descend deux fois en 24h. 
Les océans changent quand la Lune passe devant eux.
Quand l'eau se trouve en face de la Lune, la Lune l'attire. 
L'eau « monte ». 
Quand l'eau a fini de monter la mer est haute.
Chaque jour, l'horaire de la marée change de 50 minutes (en moyenne). 
Si l'on divise 24 h et 50 mn par 4 (nombre de marées par jour), on obtient environ 6 h 12 mn. 
La mer a besoin de ce temps,  en moyenne, pour monter ou descendre.
Depuis longtemps les hommes utilisent la force de l'eau qui monte et qui descend. 
Les mouvements de la mer font des courants. Ces courants bougent avec les marées. 
Ce sont les courants de marée. 
Ils peuvent être très dangereux pour la navigation. 
Les mouvements de la mer permettent d'utiliser la force de l'eau.
Dès le 14 ème siècle, les Bretons ont construit des moulins à marée. 
Ces moulins marchent à marée basse. Ils lâchent l'eau retenue par un mur quand il y a marée haute. 
La force de l'eau pousse une roue qui permet de créer de l'énergie, comme le moulin à eau sur une rivière.
En 1961, les hommes ont fait pareil pour construire l'unique usine marémotrice existant en France : l'usine de la Rance. 
L'eau de la marée permet de mettre en route des turbines qui font de l'électricité.","target"
70,"La mesure est un outil nécessaire pour comprendre l'espace et le temps.	   
Si l'homme mesure, c'est pour communiquer, comparer, se souvenir...	   
Mesurer une longueur c'est répondre à ces questions : « Quelle est la longueur de cette planche ? », ou « quelle est la distance entre Paris et Cannes ? »	   
Mesurer un volume, c'est être capable de répondre à cette question : « Quelle quantité de liquide contient cette bouteille ? »	   
Mesurer une masse, c'est être capable de répondre à cette question : « Quel est mon poids ? »	   
Pour avoir des informations très précises, il faut mesurer.	   
De tout temps, l'homme a utilisé son corps pour mesurer : la main, l'oeil donnent des informations : c'est loin, c'est près, c'est lourd, c'est léger, c'est plus grand.	   
Les Grecs, les Egyptiens, les Romains utilisaient la main, le pied, le coude, les doigts comme unités de mesure.
Toutes les mesures avaient un rapport au corps humain ou au travail des hommes.	   
Mais les échanges étaient bien compliqués car le pied romain représentait environ 29 de nos centimètres, le pied des Grecs 31 centimètres.
En 1793, les députés français rédigent une loi. L'unité de longueur qui servira dans toute la République sera appelée : le mètre.   
A partir de l'invention du mètre, les scientifiques ont inventé, le kilogramme, le litre... Cela s'appelle le système métrique. Ce système sera ensuite adopté dans la plupart des Etats du monde à la suite de guerres.	   
Les pays qui y résistent encore sont les Anglais et les Américains.	   
Le système scientifique international est basé sur le mètre.","source"
70,"La mesure est nécessaire pour comprendre l'espace et le temps.	   
L'homme mesure pour communiquer, comparer, se souvenir...	   
Mesurer une longueur sert à répondre à des questions : « Quelle est la longueur de cette planche ? », ou « quelle est la distance entre Paris et Cannes ? »	   
Mesurer un volume, c'est pouvoir répondre à la question : « Quelle quantité de liquide contient cette bouteille ? »	   
Mesurer une masse, c'est pouvoir répondre à la question : « Quel est mon poids ? »	   
Pour avoir des informations justes, il faut mesurer.	   
L'homme a toujours utilisé son corps pour mesurer. La main et l'oeil donnent des informations : c'est loin, c'est près, c'est lourd, c'est léger, c'est plus grand.	   
Les Grecs, les Egyptiens, les Romains utilisaient la main, le pied, le coude, les doigts comme unités de mesure.	   
Toutes les mesures avaient un rapport au corps humain ou au travail des hommes.	   
Mais les échanges étaient difficiles car le pied romain mesurait environ 29 centimètres, le pied des Grecs 31 centimètres.	   
En 1793, les députés français écrivent une loi. L'unité de longueur de toute la République sera appelée le mètre. Depuis l'invention du mètre, les scientifiques inventent, le kilo, le litre... Cela s'appelle le système métrique. Ce système s'utilise presque partout à la suite de guerres. Les pays qui résistent encore sont les Anglais et les Américains. Le système scientifique international se base sur le mètre.","target"
71,"Il était une fois une petite fille prénommée Sophie qui vivait depuis toujours avec son grand-père. 
Un jour, le vieil homme alla chercher dans le grenier une boîte où il avait précieusement conservé de multiples souvenirs accumulés tout au long de son existence : une lettre jaunie par le temps et gribouillée d'encre noire, une boîte d'allumettes portant des inscriptions mystérieuses, quelques pièces de monnaie que Sophie n'avait jamais vues auparavant, un ruban de la couleur des roses fanées que le grand-père embrassa en silence, la photo en noir et blanc d'un petit garçon aux cheveux bouclés... et tant d'autres trésors encore. 
A un moment, le grand-père plongea sa main tout entière sous un amas de cartes postales, fouilla le fond de la boîte, puis en ressortit son poing serré. 
Il tourna sa paume au ciel et rouvrit doucement ses doigts, dévoilant aux yeux de la petite fille une sorte de pépite couleur or qui scintillait de mille feux.

- « Ma petite Sophie, ceci est la graine d'un arbre magique. Il te suffit de la planter sous quelques centimètres de terre, dans un endroit du jardin que tu aimes, pourvu qu'il soit au soleil et à l'abri du vent...

- Ooooh ! interrompit Sophie. Un arbre magique ? Mais de quelle magie parles-tu grand-père ?

- Tu le sauras si tu chéris et protèges cette graine, puis l'arbre qu'elle fera naître, tout comme le secret qu'il recèle. Maintenant va, ma petite. »","source"
71,"Il était une fois une petite fille qui s'appelait Sophie. Elle vivait depuis toujours avec son papi. 
Un jour, son papi alla dans son grenier et prit une boîte. La boîte avait plein de souvenirs de sa vie : une vieille lettre, une boîte d'allumettes avec des écritures secrètes, des vieilles pièces de monnaie que Sophie n'avait jamais vues, un ruban rose que le papi embrassa en silence, la photo en noir et blanc d'un petit garçon avec des cheveux bouclés... et tant d'autres trésors. 
A un moment, le papi met sa main dans un tas de cartes postales, cherche au fond de la boîte et sort sa main fermée. 
Il ouvre sa main et montre à Sophie une pépite dorée qui brille.

- « Ma petite Sophie, cette pépite est la graine d'un arbre magique. Il faut que tu la plantes dans la terre, dans un lieu du jardin que tu aimes, avec beaucoup de soleil et pas de vent...

- Oooooh ! Le coupa Sophie. Un arbre magique ? Tu parles de quelle magie papi ?

- Tu le sauras si tu prends soin de cette graine. Cette graine sera un arbre et tu verras son secret ! Maintenant va, ma petite. »","target"
72,"C'était une vieille, très vieille sorcière. 
Elle habitait une maisonnette au fond des bois, près de la source des trois rochers. 
Un jour, un jeune homme passa devant sa fenêtre. 
Il était beau. 
Plus beau que les princes des contes de fées. Et bien plus beau que les cow-boys des publicités télévisées. 
La vieille sorcière fut émue, tout d'abord, puis troublée, et enfin amoureuse. 
Plus amoureuse qu'elle ne l'avait jamais été. 
Naturellement, elle ne ferma pas l'œil de la nuit. 
Elle feuilleta toutes sortes de vieux grimoires remplis de formules magiques, elle courut les bois à la recherche d'ingrédients mystérieux, elle coupa, hacha, mixa, mélangea, pesa, ajouta, remua, goûta...
Et au petit matin, elle mit en bouteilles un plein chaudron d'élixir pour rajeunir.
Au début de l'après-midi, elle avala une bouteille d'élixir. 
Comme c'était très amer, elle procédait ainsi : un verre d'élixir, un carré de chocolat, un verre d'élixir, un bonbon à la fraise. Et ainsi de suite. 
Après le dernier verre, elle était redevenue jeune et jolie. 
Si jolie qu'elle aurait pu faire carrière au cinéma. Ou devenir institutrice. 
Avec deux toiles d'araignées, un peu de poudre de crapaud et une formule magique découpée dans le journal de mode des sorcières, elle se confectionna une merveilleuse robe décolletée, garnie de dentelles. 
Dans son jardin, elle cueillit une rose blanche, la trempa dans un philtre d'amour et l'épingla à son corsage. 
Ensuite, elle s'assit sur un banc, devant la porte, et attendit. 
Elle n'attendit pas longtemps. Sur le chemin, apparut le beau jeune homme, vêtu d'un riche costume brodé d'or, une fleur blanche à la boutonnière. 
Le jeune homme salua la sorcière, la conversation s'engagea et, comme la sorcière était pressée, au bout d'un quart d'heure, le jeune homme devint fou amoureux. 
Cinq minutes après, ils échangeaient leur premier baiser. 
Puis brusquement, la sorcière se leva et dit très vite : - A demain, mon bel amour ! 
Et elle s'enferma à double tour dans sa maisonnette. 
Il était temps ! 
Quelques secondes plus tard, la belle jeune fille était redevenue une vieille, très vieille sorcière : l'élixir avait cessé d'agir. 
Et ce fut ainsi tous les jours. 
Une bouteille d'élixir pour rajeunir, des mots d'amour murmurés, quelques baisers échangés, puis vite, très vite, des adieux pressés. 
Le beau jeune homme ne se plaignait jamais. 
Il disait en souriant : « Adieu, ma belle ! », et il partait sans même se retourner.","source"
72,"C'était une très vieille sorcière. 
Elle habitait une petite maison dans les bois, près de la source des 3 rochers. 
Un jour, un jeune homme passa devant sa fenêtre. 
Il était beau. 
Plus beau que les princes des contes et que les cow-boys des publicités. 
La vieille sorcière fut émue, puis troublée, et amoureuse. 
Plus amoureuse que jamais. 
Donc, elle ne dormit pas de la nuit. 
Elle lut toutes sortes de vieux livres remplis de formules magiques. Elle courut les bois à la recherche d'ingrédients secrets, elle coupa, hacha, mixa, mélangea, pesa, ajouta, remua, goûta...
Au matin, elle mit un grand chaudron d'élixir pour rajeunir en bouteilles.
L'après-midi, elle avala une bouteille d'élixir. 
Comme c'était très amer, elle agissait ainsi : un verre d'élixir, un carré de chocolat, un verre d'élixir, un bonbon à la fraise. Et ainsi de suite. 
Après le dernier verre, elle était redevenue jeune et jolie. 
Si jolie qu'elle aurait pu faire carrière au cinéma. Ou devenir maîtresse. 
Avec 2 toiles d'araignées, de la poudre de crapaud et une formule magique coupée dans le journal de mode des sorcières, elle créa une superbe robe décolletée, avec de la dentelle. 
Dans son jardin, elle cueillit une rose blanche, la trempa dans un philtre d'amour et l'accrocha à sa robe. 
Ensuite, elle s'assit sur un banc, devant la porte, et attendit. 
Peu après, sur le chemin, le beau jeune homme arriva, vêtu d'un riche costume brodé d'or, une fleur blanche à sa veste. 
Il salua la sorcière, le dialogue débuta. Comme la sorcière était pressée, le jeune homme fut très vite fou amoureux. 
5 minutes après, ils se donnaient leur premier baiser. 
Tout à coup, la sorcière se leva et dit : - A demain, mon bel amour ! 
Et elle s'enferma dans sa maison. 
Il était temps ! 
Quelques secondes après, la belle jeune fille était redevenue une très vieille sorcière : l'élixir avait fini d'agir. 
Et ce fut ainsi tous les jours. 
Une bouteille d'élixir pour rajeunir, des mots d'amour chuchotés, quelques baisers échangés, puis très vite, des départs rapides. 
Le beau jeune homme ne se plaignait jamais. 
Il disait en souriant : « Adieu, ma belle ! », et il partait sans même se retourner.","target"
73,"Dans la cuisine aux poutres noircies, on n'entendait que le tic-tac de l'horloge à balancier.
Ludovic, le menton dans les mains, regardait avec un intérêt passionné l'oncle Alexandre préparer ses baguettes.
L'oncle lui avait dit, en retroussant ses moustaches grises :
- Demain, je vais au village pour chercher l'emplacement d'un puits et, si tu veux, je t'emmène !
L'oncle Alexandre était sourcier, il avait le don de deviner où se trouvaient les eaux souterraines.
C'était un don précieux, dans ce pays de roches calcaires, où les sources étaient rares.
Ils partirent à travers bois.
Tout à coup, l'oncle Alexandre s'arrêta, se déchargea de son sac à dos et en tira une baguette fourchue de coudrier.
- Tiens, mon gars, dit-il en la tendant à Ludovic, je sais qu'il passe ici une rivière souterraine.
Essaie de la trouver !
- Mais je ne saurai pas, dit Ludovic, en mettant ses mains derrière son dos.
L'oncle sourit dans sa moustache :
- Essaie tout de même, on va voir si tu as le don.
Ludovic se décida, prit la baguette fourchue dans ses mains.
- Pas comme ça, dit l'oncle ; tu tiens les deux petites branches en dessus, et la grosse branche devant toi. Là… Maintenant, tu avances, doucement, doucement…
Ludovic avançait, attentif, lorsque tout à coup, il sentit la baguette remuer dans ses mains et il vit s'agiter l'extrémité de la branche.
- Ça marche ! Regarde, ça marche ! cria-t-il.
L'oncle passa derrière lui, et, brusquement, il lui mit les mains sur le haut des bras.
Aussitôt, Ludovic sentit une secousse violente ; il eut l'impression qu'un pouvoir passait à travers lui. La baguette sauta en l'air et lui échappa des mains.
- Oh ! là… J'ai eu peur !
Il la regardait, sur le sol, comme il aurait regardé une bête dangereuse.
L'oncle expliqua :
- Tu vois, je crois que tu as un peu le don, mais il faudrait travailler ça.
Ils atteignirent le village et la ferme où on les attendait.
L'oncle Alexandre se mit au travail.
Sous le regard attentif des autres, il arpenta longuement le champ, sa baguette fourchue maintenue devant lui. 
A un moment donné, elle bougea.
Par ici, c'est trop profond ! dit-il.
Enfin, plus loin, juste à la lisière des bois, elle s'agita vivement.
Le sourcier réfléchit, fit des calculs mystérieux.
- Voilà ! en creusant ici, on doit pouvoir trouver l'eau à 3,30m ou 3,50m.
Plus tard, sur le chemin du retour, dans la lumière dorée du soleil couchant, Ludovic mit sa main dans celle de son oncle et lui demanda de lui apprendre à devenir sourcier.
Ludovic était heureux, car trouver l'eau cachée sous terre lui paraissait le plus merveilleux des métiers.","source"
73,"Dans la cuisine avec ses poutres noires, on n'entendait que le tic-tac de l'horloge. 
Ludovic regardait l'oncle Alexandre préparer ses baguettes avec une grande envie.
L'oncle lui avait dit, en relevant ses moustaches grises : 
- Demain, je vais au village pour trouver un puits et, si tu veux, je t'emmène !
L'oncle Alexandre était sourcier, il avait le don de deviner où se trouvaient les eaux sous terre. C'était un don unique, car dans ce pays calcaire, les sources étaient rares. 
Ils partirent à travers bois. 
Tout à coup, l'oncle Alexandre s'arrêta, posa son sac à dos et en tira une baguette fourchue de coudrier.
- Tiens, mon gars, dit-il en la donnant à Ludovic, je sais qu'ici une rivière passe sous terre. 
Trouve la !
- Mais je ne saurai pas, dit Ludovic, les mains derrière son dos.
L'oncle sourit dans sa moustache :
- Essaie, on va voir si tu as le don.
Ludovic se décida, prit la baguette fourchue dans ses mains.
- Pas comme ça, dit l'oncle ; tu tiens les 2 petites branches en dessus, et la grosse branche devant toi. Là… Maintenant, tu avances, doucement, doucement…
Ludovic avançait, attentif. Soudain, il sentit la baguette remuer dans ses mains. Il vit s'agiter le bout de la branche.
- Ça marche ! Regarde, ça marche ! cria-t-il.
L'oncle passa derrière lui. Brusquement, il lui mit les mains sur le haut des bras.
Aussitôt, Ludovic sentit une secousse violente ; il sentit comme un pouvoir passer à travers lui. La baguette sauta en l'air et tomba de ses mains.
- Oh ! là… J'ai eu peur !
Il regardait la baguette, sur le sol, comme il aurait regardé une bête dangereuse.
L'oncle dit :
- Tu vois, je crois que tu as un peu le don, mais il faudrait travailler le don.
Ils arrivèrent au village, dans la ferme où on les attendait. 
L'oncle Alexandre se mit au travail.
Sous le regard attentif des autres, il marcha longtemps dans le champ, sa baguette devant lui.
A un moment donné, elle bougea.
Par ici, c'est trop profond ! dit-il. 
Enfin, plus loin, juste près des bois, elle s'agita beaucoup. 
Le sourcier réfléchit, fit des calculs étranges.
- Voilà ! en creusant ici, on doit pouvoir trouver l'eau à 3,30m ou 3,50m.
Sur le chemin du retour, au soleil couchant, Ludovic mit sa main dans celle de son oncle et lui demanda de lui apprendre à devenir sourcier.
Ludovic était heureux, car trouver l'eau cachée sous terre lui paraissait le plus beau des métiers.","target"
74,"Il y avait autrefois, au pays de Tango, une bourgade du nom de Mizunoé. Dans cette bourgade vivait un pêcheur, qui s'appelait Ourashima Taro. C'était un homme vertueux, au cœur sensible et bon qui, de sa vie, n'avait jamais fait ni souhaité de mal à personne. 
Taro revenait un soir de la pêche. La prise ayant été abondante, il rentrait satisfait et joyeux. Sur le rivage, il aperçoit une bande de petits garçons, qui semblaient prendre un malin plaisir à tourmenter une petite tortue, trouvée sur le sable. 
Taro n'aimait pas qu'on fît souffrir les bêtes. Il eut pitié de la tortue. S'approchant des enfants, et s'efforçant de donner à sa voix un ton impérieux : 
-Quel mal vous a donc fait, dit-il, cette innocente créature, pour la tourmenter de la sorte ? Ignorez-vous que les dieux punissent les enfants qui maltraitent les animaux ? 
-Mêlez-vous donc de ce qui vous regarde, répond insolemment le plus âgé de la troupe. Cette tortue n'appartient à personne. Nous sommes libres de la tuer si cela nous fait plaisir. Vous n'avez rien à y voir.
Le pêcheur comprend qu'aucun raisonnement n'aura de prise sur ces cœurs sans pitié. Il change de tactique et, d'un ton plus radouci :
-Allons, ne vous fâchez pas ainsi mes enfants ! Je n'avais pas l'intention de vous gronder. Je voulais vous proposer un marché. Voulez-vous me vendre cette tortue ? Je vous en donne vingt sous. Cela vous va-t-il ?
Vingt sous ! C'est une fortune pour ces marmots. Ils acceptent sans hésiter ; Taro leur donne deux petites pièces blanches ; aussitôt ils courent au village acheter des gâteaux.
Resté seul avec la tortue, qu'il a conscience d'avoir arrachée à une mort certaine, le brave pêcheur la soulève dans les mains, et li dit, en la caressant :
-Pauvre petit animal ! Le proverbe te donne dix mille ans d'existence, tandis qu'il n'en accorde que mille à la cigogne. Que serais-tu devenu dans moi ? Je crois bien que tes dix mille ans auraient été considérablement écourtés ! Car ils allaient te tuer, ces vauriens ! ...Allons, je vais te rendre la liberté. Mais à l'avenir, sois prudente, et surtout ne retombe jamais plus dans les mains des enfants.","source"
74,"Il y avait, au pays de Tango, un village appelé Mizunoé. Dans ce village vivait un pêcheur. Il s’appelait Ourashima Taro. C’était un homme sage, au coeur sensible et bon. Taro n’avait jamais fait ni voulu de mal à personne. 
Taro revenait un soir de la pêche. Comme il avait beaucoup pêché il rentrait content. Sur le rivage, Taro voit une bande de petits garçons. Ils semblaient contents de tourmenter une petite tortue sur le sable. 
Taro n’aimait pas qu’on dérange les bêtes. Il eut pitié de la tortue. Taro s’approcha des enfants, et parla avec une forte voix : 
- Quel mal vous a fait, dit-il, cette bête, pour la tourmenter ainsi ? Les dieux punissent les enfants qui tourmentent les animaux.
- Mêlez-vous de ce qui vous regarde, répond l'enfant le plus âgé de la troupe. Cette tortue n’est à personne. Nous sommes libres de la tuer si cela nous fait plaisir. Vous n’avez rien à y voir.
Le pêcheur comprend qu'aucune explication n'aura de prise sur ces coeurs sans pitié. Il change de tactique et, d'un ton plus radouci :
- Allons, ne vous fâchez pas ainsi mes enfants ! Je ne voulais pas vous gronder. Je voulais vous proposer un marché. Voulez-vous me vendre cette tortue ? Je vous en donne 20 sous. Cela vous va-t-il ?
20 sous ! C'est une fortune pour ces enfants. Ils disent oui sans hésiter. Taro leur donne 2 petites pièces. Ils courent au village acheter des gâteaux.
Le pêcheur resté seul avec la tortue qu'il a sauvée. Il la soulève dans les mains, la caresse et lui dit :
- Pauvre petit animal ! Le proverbe te donne 10.000 ans de vie, mais il n'en donne que 1.000 à la cigogne. Que serais-tu devenu sans moi ? Je crois bien que tes 10.000 ans auraient été plus courts ! Ils allaient te tuer, ces voyous ! ... Allons, je vais te rendre la liberté. Mais à l'avenir, sois prudente, et surtout ne retombe jamais plus dans les mains des enfants.","target"
